,commune,n_edges,n_vertices,is_commune_littorale,n_g1,n_g2,n_g3,n_g4,n_g5,n_g6,n_g7,n_g8,n_g9,n_g10,n_g11,n_g12,n_g13,n_g14,n_g15,n_g16,n_g17,n_g18,n_g19,n_g20,n_g21,n_g22,n_g23,n_g24,n_g25,n_g26,n_g27,n_g28,n_g29
50,Saint-Lô,1554,1195,1,1.371096592570715,1.4797732771754404,-1.1286818678639958,1.3709496154536038,1.1227922184264667,-1.605529885201067,0.8205415909915245,-0.1428481556197366,-1.6202115526146592,-1.202252398357097,-0.7522946775395598,-0.7421344368165703,0.6975859398967904,0.9541160628713421,-1.6611908716080392,-1.5707752113089035,-0.0514308155505944,0.8055829858524035,-1.150402482395515,-0.2548319639711195,-0.30508232874265845,-0.11413951279927302,0.0,0.13069973765690054,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
51,Châlons-en-Champagne,1752,1275,0,-0.08011298818838133,-1.0359585302073313,0.7266096001608535,0.23228769682974063,-1.2303141716514057,0.8236720830953292,-0.8827414190876165,-0.1428481556197366,0.08086629027288043,0.7989943317302151,0.7271937458405946,-1.2444105533164243,-1.51625717477267,-1.357713966564443,0.23598423585243045,1.081970239187163,-0.9613317548647765,-0.9430525435485599,-0.5725351956340596,-0.2548319639711195,-0.017669222583522343,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
52,Chaumont,1417,1023,0,0.37659187029406876,0.3464848015176702,-0.42646292156806975,0.4528191510614334,0.2749044696983773,1.0875063203142576,-0.6440882583937206,-0.1428481556197366,-0.5890339966947268,-0.6693068057762619,-0.0780169704392883,-0.05500412403049665,-0.004803559228493887,0.09001450419844313,0.18532242085125805,0.6790410053439336,-1.0221808532149996,-0.7398372889734335,0.31919361897020226,-0.2548319639711195,1.1478948981293817,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
53,Laval,3021,2300,0,0.5598471636931376,0.42547709245864357,-0.03947442684935606,0.3570863257840573,0.5483828945312454,-0.6773799330693948,1.1063351121258487,-0.1428481556197366,-0.6009247577865293,-0.45054443311255943,-0.6954787950905124,0.9701171489208523,0.5984746159769855,0.44776266573577805,-0.6887915006765707,-1.3839113540347954,2.0009422140463005,1.6420359347551248,1.0087056965569507,-0.2548319639711195,0.01058899049594322,-0.11413951279927302,0.0,0.4330050622341264,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
54,Nancy,2028,1398,0,-1.3597596234889096,-0.7340183193813116,0.16660490200317973,-1.3358585702660357,-0.7233926703821347,0.521946846856486,0.5502673772991784,-0.1428481556197366,1.3762574292090115,1.2665178931232786,1.2533228436845576,-0.0032769693782284132,-0.8182371230811747,-0.8009638279679039,0.5942305836727407,1.0478418596299923,0.12465177380180674,0.4319824138099022,-0.08839710394673207,-0.2548319639711195,0.22211805786712907,-0.11413951279927302,0.0,1.4021630740877749,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
55,Bar-le-Duc,998,750,0,1.375730621492644,1.796187204954192,-1.583373743306561,1.5215786969409473,1.139872399677341,-1.0300235651941694,1.6334598797015958,-0.1428481556197366,-1.2833099591686437,-1.6435573394570775,-0.5971213366954972,-1.8910307632845917,0.5902943142919422,1.1737076255454404,-1.1263888165795097,-0.4110314668757912,-1.4648722262145153,-0.4222293896138743,-1.375910441666575,-0.2548319639711195,-1.1004202405158063,-0.11413951279927302,0.0,6.7628520232649585,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
56,Vannes,3624,2803,1,1.4425606628076493,1.3815086628477817,-0.8404790862683169,1.2848664650219228,1.206369549826054,-1.3336941040873882,-1.0221014382119649,-0.1428481556197366,-1.2114815693114251,-1.3110210025652862,-1.1911182844997443,-0.6206962203188381,0.9764920640408353,1.2761849341480822,-1.2810982313257018,-1.4818938931550951,-0.9525978593748651,-0.9968564025035097,-0.8855245812496749,-0.2548319639711195,-0.2885843382327908,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
57,Metz,3616,2571,0,-0.36571161644058936,0.6340035571220368,-1.1677602519309198,-0.4761539724498883,0.9275326459447895,0.052034592115108254,1.714460866642103,-0.1428481556197366,-0.08531105671345392,-0.6808224816716274,0.050833045989420185,0.5181601550200674,1.2646327395456565,0.9969138380743799,-0.013946991598949684,-0.3800733137607548,2.0711319060886098,2.133395131993828,1.701287214160472,-0.2548319639711195,0.6982572986982633,-0.11413951279927302,0.0,0.1493686946881283,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
58,Nevers,1850,1343,0,0.010491212483754052,0.37137113280539513,-0.704590624432779,0.16798133885414002,0.37363086539269336,-0.6727651702500057,-0.4056593191164712,-0.1428481556197366,-0.3499842817145372,-0.14759596268218353,0.16346729949124,0.47569085725875543,0.27263124959449375,0.4139576209232195,-0.8247962189522325,0.17049607094056246,0.18389348688526028,-0.3280519224312667,-0.42892018193640197,-0.2548319639711195,-0.14813833828432724,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
59,Lille,5130,3428,0,-1.627571629425685,-1.068272406095906,0.1468291040986714,-1.6567108776701884,-0.7381274759294675,1.5495124089001504,-0.6832347498642382,7.078874619515835,0.9710090524986674,0.8598696478512773,1.477233255573686,1.2053267237795966,-0.26112693227250583,-0.71316239606132,1.5716826130936037,1.3385891134632748,-0.5994077583258572,-0.6578212569649003,0.8043127747368987,-0.2548319639711195,0.43755991571464947,1.3405637389036897,0.0,-0.6663669175510756,0.8912930089145754,0.0,-0.2130094245913811,0.0,0.0
60,Beauvais,2805,1997,0,-0.4762763405773202,0.7162849824930718,-1.2309546927812882,-0.6752281736893535,1.2598524380707308,0.06493067144026984,0.03940283310246768,-0.1428481556197366,-0.029027749321578193,-0.5995807490864459,-0.28019758265398365,1.1034051468278967,1.8509324452882427,1.1862398459560373,-0.03317330089032892,0.34485383434724365,-0.23902693902765737,-0.09316684805721458,3.220169646785134,-0.2548319639711195,1.488772756317359,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
61,Alençon,1298,951,0,0.15119486678035784,-0.25355942786109237,0.055353865481321214,0.5557493804864811,-0.5019888327588229,-0.2806505834970358,0.11359300625839724,-0.1428481556197366,-0.41844700814606817,0.11166858465963661,0.39870968036350674,-0.9620884735993139,-0.7664267452487592,-0.34485149154609424,-0.32080957995100867,0.6232379047307987,-0.056570068550099675,0.05393024677178589,-0.9265344106321396,-0.2548319639711195,-1.036873009849521,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
62,Arras,1724,1205,1,-0.6124642911849506,0.3771018259032422,-1.3433100524566242,-0.48310614358757564,0.3623614449168713,0.38278252474770313,0.06053365663135285,-0.1428481556197366,-0.0656159303517542,-0.305839950316927,0.7068919314942967,0.13652575401968917,0.5082555857887473,0.4955756227147073,0.23444408612619833,1.363178613525057,-0.3269700271625013,0.16889142085980596,0.49142980212253595,-0.2548319639711195,0.3183386332817102,-0.11413951279927302,0.0,-0.11635135599271171,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
63,Clermont-Ferrand,4937,3517,0,-1.0067554131364496,-0.35735862617380637,0.10257073249955097,-1.1140412002911402,-0.12433540787723218,-0.11350734518797423,0.43485200594663964,-0.1428481556197366,1.049141750188593,0.7006329722411397,0.5386170762747303,0.9873833810163151,0.10527209331415151,0.00855404542419578,0.33287933116693663,-0.3577782451322768,1.047160193118748,0.41574662507441484,0.5683135268242356,-0.2548319639711195,-0.18822707523864596,-0.11413951279927302,0.0,0.05699468821143942,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
64,Pau,2761,2021,1,-0.16676469774754613,-0.4716522329456744,0.39717213375831956,0.01852487273955489,-0.6428325166770871,-0.10210566225333813,-0.19352991005148856,-0.1428481556197366,0.45901931712217797,0.6054462314574448,0.4122785652506932,-0.4885115228342398,-0.8654707374983197,-0.6836360116302472,-0.057478183563256464,0.608790534394909,-0.17548294363906258,-0.08408619285207075,-0.6559043609826533,1.3146013705188708,-0.5620715964258177,-0.11413951279927302,0.0,-0.30281127422211596,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
65,Tarbes,1815,1266,0,-1.0873662798277806,-0.7307303081433053,0.3877247741674086,-0.9347519529752162,-0.8598305313714174,0.417600977597536,0.05825416205318787,-0.1428481556197366,1.451376046662812,1.1755749053500533,1.1293746847346349,-0.6466609959652613,-1.0453396234502916,-0.8945822284859566,0.4757268192222346,0.8243584037780876,0.3817277507942618,0.4877022442373234,-0.42407290478859405,-0.2548319639711195,-0.19637257044837947,-0.11413951279927302,0.0,-0.6663669175510756,3.354630591219889,0.0,-0.2130094245913811,0.0,0.0
66,Perpignan,7462,5231,1,-0.37835103034274215,-0.043162330361320965,-0.31819606055128663,-0.2041790657419106,-0.17280868326203708,1.2920840456227585,0.006515427709702257,-0.1428481556197366,0.3109109421672858,-0.2144843776137415,0.5038380883389807,-0.5519594399499337,-0.28764685325017,-0.17180198713707678,1.0602984443067724,0.9486329912508645,-0.36329781521524585,0.05463599361012852,-0.24867963563046458,-0.2548319639711195,0.0689310752576245,-0.11413951279927302,0.0,0.23330043613118828,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
67,Strasbourg,5699,3930,0,-1.5348703064614697,-0.809056980518835,0.16637993197456036,-1.6548416796185603,-0.4608584244793295,0.6261123482165752,-0.18032598893907867,-0.1428481556197366,1.4590387909012101,1.1157100859697857,0.8285935874715489,1.504868467832885,0.027127089123149782,-0.34175572138560645,0.8959876514126123,1.0952052062083406,0.2748143327698103,-0.07631389884623835,0.4112977322408856,-0.2548319639711195,0.9049423580550519,-0.11413951279927302,0.0,-0.3792325166308645,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
68,Colmar,2192,1527,0,-1.0566567133280265,-0.9195912216643545,-0.19209440541668135,-0.6349195812019167,-0.9575056070768524,-0.25001108092360047,-1.2803940628232449,-0.1428481556197366,0.6034823380732545,1.0929989844488348,1.7016216783134117,-0.2378458386076617,-0.948801847816005,-0.9656642559147915,-0.06409065499542217,1.6198777379205282,-1.2287570527432772,-1.206917023192512,-0.6978311740204037,-0.2548319639711195,-0.7243112161949049,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
69,Lyon,6626,4274,0,-2.683084775680092,-1.6945823135579172,1.2764675478030403,-3.1725994893881184,-1.4332531257249903,2.866902446821101,-0.6692763789625155,-0.1428481556197366,3.5851566701307975,2.0030694530814164,1.5417428812472296,1.1326867682436537,-1.0940964610492792,-1.3688092487243875,3.6891202908695178,0.865087265918234,-0.40598491433894507,-0.5192095470046476,-0.052543091018837,-0.2548319639711195,0.10028340678772435,-0.11413951279927302,0.0,-0.36780350998741124,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
70,Vesoul,1069,780,0,0.5361713430814691,1.3870126361780457,-2.393344636506059,1.0817013679752712,1.1389884601049876,-1.9797245019316672,-1.6314895788487789,-0.1428481556197366,-1.1917402837793427,-1.2420759201671894,0.35963756840208033,-1.2588962674173432,0.9065602459787113,1.5830981212180604,-1.7700469827826828,-0.1856119903169834,-1.4648722262145153,-1.580618153222943,-0.782170317483269,-0.2548319639711195,-1.0112460225991236,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
71,Mâcon,1897,1419,0,0.7989268515408073,0.9825361803836665,-0.6800578670691362,0.6426390029244389,0.942096367234754,-0.01521152520184992,-0.0554303171529216,-0.1428481556197366,-0.8429088253672239,-1.273132523375215,-0.4920991236703542,0.005526870702274007,0.8538062556899342,1.0256205932513236,-0.3980728206345142,-2.0764733518900313,0.30165325849719493,-0.2385899011780847,0.31513477910648036,2.325407241735547,-0.6079240221049563,-0.11413951279927302,0.0,-0.0686604054244377,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
72,Le Mans,5367,3869,0,-0.594998041014124,-0.9379053022929424,0.7457326332157825,-0.4383313902231858,-1.1064338294275955,0.6730204652000058,-0.25866988619443804,-0.1428481556197366,0.7657740534574868,0.9038390626959009,0.8840216831738723,-0.5095811588055255,-1.147242971664244,-1.0939004909375525,0.6786371852273961,0.5757290255435262,-0.38776508795565723,-0.18435084302004962,-0.7376200956819984,0.49433681824448006,-0.9444087722663472,-0.11413951279927302,0.0,-0.14573721141155171,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
73,Chambéry,2338,1792,0,1.1815910520348805,1.567042736741056,-0.9256760264870783,0.8075180610501848,1.7918035673633717,-0.5032860859416112,-0.7286961240509324,-0.1428481556197366,-1.0008634272904493,-1.5744163181258537,-1.698489796739622,1.1443371112345169,1.7788211170465167,1.7565550689163822,-0.9463130993023112,-1.27416837459377,0.05297137658436791,-0.6196974953313853,0.9488720243506771,-0.2548319639711195,1.7620197798706647,-0.11413951279927302,0.0,-0.15280228820710332,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
74,Annecy,5934,4396,0,1.0502568024737788,2.7009072875791484,-2.6551667551756095,0.7080326873177528,2.8836378546692587,-0.5129405388480751,2.2468237499892734,-0.1428481556197366,-1.5687218046249511,-2.691939866439685,-1.4049368363292323,-0.030419301011244793,2.9279602540798053,2.7285335167943328,-0.850889253905782,-1.4531970773976315,2.1510465415236206,1.7968545305252177,2.8799306938991487,-0.2548319639711195,1.6282695061416605,-0.11413951279927302,0.0,1.3392912241759645,1.2417059982171972,0.0,-0.2130094245913811,0.0,0.0
75,Paris,15306,9769,0,-2.643387534111573,-1.514156250385247,0.3428065479631015,-2.806800729254746,-1.0903899697281871,1.0741638802257303,-0.5943731642552466,-0.1428481556197366,2.6116852898103113,2.040452091264913,1.8883768406713553,1.8420874607844415,-0.4722647738679626,-0.8075435269692475,1.5558580604450034,1.374382396731886,-0.0699303316913673,-0.3295404088340667,-0.09002874161170239,-0.2548319639711195,0.1690761315343417,-0.11413951279927302,0.0,-0.40415544285099586,0.05819500299420641,0.0,-0.2130094245913811,0.0,0.0
76,Rouen,3217,2252,1,-1.350992169100391,-1.4446089678103304,1.1222118367408402,-1.3678815270808244,-1.2467407018332612,0.8946232425767885,-1.0665130392291144,-0.1428481556197366,1.8256001967026247,1.5589665105881498,1.0944704827334684,0.8275206174091081,-0.995698687686278,-1.3427499370696356,1.168099671648766,0.8725025459574957,-0.7809581640093022,-1.051427439413164,0.00621652074849321,-0.2548319639711195,-0.3402452423333851,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
77,Melun,962,659,0,-0.9520658093159257,-0.29980453209525887,-0.4539799410852249,-0.9627707191434561,0.03529020418401613,1.088798416659131,-0.8249518299954995,-0.1428481556197366,0.7147204019885051,0.2097015324159218,0.6936311589891999,1.2712408276361982,0.41017301517645194,-0.056065821735302106,0.6537264563450205,2.011979571351201,-0.6512654221287113,-0.7221507151575978,0.960618370759141,-0.2548319639711195,0.3212854844623031,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
78,Versailles,1597,1087,0,-1.3912449617279425,-0.5868388195604437,0.520384350699533,-1.7894380025696452,-0.3695194442351612,2.7521646794971315,1.7624219201393372,-0.1428481556197366,1.3210101422143763,0.4279464640269604,0.4573152827468671,1.2458697546579494,-0.0813668711464443,-0.322544465842604,2.697988539565718,-0.022190442812699957,1.2740542450811032,1.501990207873686,0.22636017227127167,-0.2548319639711195,0.7567627844819944,-0.11413951279927302,0.0,0.8781661241904537,-0.27152836438893174,0.0,7.114172977271991,0.0,0.0
79,Niort,4817,3598,0,0.7318545145194315,0.8919710287919743,-0.9240017463295431,0.9826971547241427,0.6380291012252023,-1.3376573691101483,-0.0663459397182417,-0.1428481556197366,-0.648681089418232,-0.6800766654851307,-0.3562551480899771,-1.0528687516791828,0.39267199863962804,0.7307696836384818,-1.2082305488111806,-0.7905413666029737,-0.34212616996442397,-0.1146112989137382,-0.30113718252315597,-0.2548319639711195,-0.6217507579651432,-0.11413951279927302,0.0,-0.19151343037176635,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
80,Amiens,4155,3047,1,-0.26123858869661826,-0.27742752360738754,0.04394115136823985,-0.1537317189890373,-0.38019933755067226,-0.34720882778337325,0.14986407589583192,-0.1428481556197366,0.23052243422795027,0.3802945175535827,0.508842991568495,-0.02303402151014129,-0.4604050742374376,-0.25108783849506616,-0.14671008766880198,0.20511126740280564,-0.12595588275561476,0.29312318240141233,-0.9711608619705977,-0.2548319639711195,-0.6495405556528391,-0.11413951279927302,0.0,0.2873685063276219,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
81,Albi,3171,2466,0,0.8258035180218183,0.40921842364524114,-0.10269482835950691,0.8934790826330185,0.27110911062440934,-1.7516961667380977,-0.6740336709432043,-0.1428481556197366,-0.8187908249171459,-0.10728080065459347,-0.47043402493959896,-0.6859375805649683,0.10953358525665827,0.2694230129218986,-1.4903845990775761,-1.4146597191847556,-0.7136573372590475,-0.5615155489259297,-0.34860057044861226,-0.2548319639711195,-0.6748483882960365,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
82,Montauban,3901,2914,0,0.444982688537812,0.13565688067556433,-0.23824769841661436,0.6780099769658152,-0.09905903317789584,-0.3318715732890372,-0.6518976430399556,-0.1428481556197366,-0.4454885251937785,-0.25009990635154017,0.16939657743834333,-1.2461848521479768,-0.36161335799059435,-0.06403390329101546,-0.37340540524069193,-0.844184057796859,-1.053131493819159,-0.7986202423884068,-0.508785201623709,-0.2548319639711195,-0.40463246287314325,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,3.752353694338105,0.0,0.0
83,Toulon,5171,3885,1,-0.08312600269264543,-0.9580356517568555,1.6357016659032648,-0.10362185975697377,-0.825852492507617,0.4208541545922627,-0.5436610175638562,-0.1428481556197366,0.5042815802461115,0.8198600871168154,-0.2352106253308373,0.19351341952464032,-0.6771092483124053,-0.9568698391280538,0.4143368351436186,-0.05661110952662821,-0.39564669621428433,-0.5474423602061838,0.18633415430576306,-0.2548319639711195,0.026314366350324435,-0.11413951279927302,0.0,-0.28555213809954755,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
84,Avignon,5731,4289,0,0.5709206896483173,0.5515096198198791,-0.5685036416891351,0.5582554679363434,0.756538201553352,-0.3997322137853318,-0.5347144973719795,-0.1428481556197366,-0.9238859439060926,-0.9270616728699406,-0.4957615903397779,0.52589961227535,0.9619962054377297,0.8016552899104097,-0.48619838615939714,-0.8988901987600761,0.12378743398150371,-0.5389453153381354,1.1768261794132606,-0.2548319639711195,-0.03948787291425862,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
85,La Roche-sur-Yon,4193,3107,1,0.43597854226577093,1.5908890694847206,-1.509172808825036,0.2726005233688268,1.5777718127805633,-0.6078555897375867,1.058321885271375,-0.1428481556197366,-0.43796565638736723,-1.1718331658391101,-0.9033113302849454,-0.3822953469620173,1.4415525928936348,1.5162579095200654,-0.513084078746558,-0.7945740975920542,1.2091901609814963,1.406857496181589,0.9580292314143011,-0.2548319639711195,1.2338030015451917,-0.11413951279927302,0.0,3.3252785215402305,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
86,Poitiers,4360,3225,0,0.06133053495510055,0.6431249169868088,-0.6833671385505026,-0.10796309580434911,0.8385723358374061,-0.2344247289996013,1.002442458946266,-0.1428481556197366,-0.3680744386537347,-0.5979299955450622,-0.5042560649009604,0.7199604304633054,1.121559997704593,0.9529171779408934,-0.20292859378323577,-0.6652380061104848,1.0858647098763647,0.9313359654753377,0.5910538798240609,-0.2548319639711195,0.7806045432510956,-0.11413951279927302,0.0,0.5323075509166394,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
87,Limoges,6625,4803,0,-0.1699955336070868,0.5200081559202452,-0.9963917474395155,-0.14038696277582857,0.6948880819942262,-0.3756095016552913,-0.022405726756181455,-0.1428481556197366,-0.2945669223267726,-0.5483336511893978,0.002402149373667803,0.6342270118656651,0.9063021209898808,0.9905775739249638,-0.26631648560209126,0.3189453622187359,0.20340327793659757,0.16061284185933927,0.04843491122044058,0.4037443569426356,0.03610763783844624,-0.11413951279927302,0.0,-0.20869382095759928,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
88,Épinal,1894,1431,0,0.6510042888189349,0.7993626895685045,-0.10638442955916061,0.4437321740935039,0.7394968613180956,-0.3011931037398053,-0.06181211762077591,-0.1428481556197366,-0.34140091581230997,-0.7108580707690765,-1.1210469124386868,0.4203864920917878,0.6665635931984265,1.0361568853491119,-0.3175274439954954,-0.5778186936408976,0.8223119533760165,0.09012446315824156,-0.5338115328639206,-0.2548319639711195,-0.3448761905894833,-0.11413951279927302,0.0,-0.6663669175510756,4.219803542472453,0.0,-0.2130094245913811,0.0,0.0
89,Auxerre,2119,1557,0,-0.41163676998810733,-0.696736744821962,0.14008432859195144,-0.035329296640133005,-0.7530740616201232,-1.1332028840179418,-0.2278409501258478,-0.1428481556197366,0.05809993280223323,0.8992941071784069,0.8923752293292889,-0.3002899297337827,-0.7417794598481534,-0.6732885468903825,-0.7630955336345929,0.4320280465944625,0.28821018354415295,-0.3000262716647245,-0.8595484285074266,-0.2548319639711195,-0.8724968408470901,-0.11413951279927302,0.0,0.24618389448147673,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
90,Belfort,1543,1088,0,-1.0511870791203133,-1.7450627756672015,1.6293402798469168,-0.8626153557646365,-1.7813124790540908,1.542759392973573,-0.6593735508255336,-0.1428481556197366,1.4523557655251453,1.7185807384851326,0.8885577978358927,-0.7874360185391253,-1.8094667396539346,-1.8519915784463494,1.4126911887734424,1.9972879834861275,-0.32079651262771397,-0.33897019722947247,-0.28071890075358574,-0.2548319639711195,-0.42141961468348743,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
91,Évry,955,739,0,0.5752947337559386,0.6284511591184427,0.7573524137220294,0.24499668477957787,0.429733268812814,-0.7149099635101782,1.4788017275993024,-0.1428481556197366,0.25437927572047253,0.37782293356772917,-1.8337859880791438,0.39181541165884515,0.1567894793409558,0.5908594513498396,-0.7680018514334799,-0.7588425522927039,1.3240629318737762,1.0678221096460183,-1.0421892817578051,-0.2548319639711195,1.1563949961587763,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
92,Nanterre,1550,1097,0,-0.9115220417091158,-0.7395721821231,0.21947922830395428,-0.7066752437529865,-0.7588323541630075,0.15680087267285464,-0.10974436637076483,-0.1428481556197366,0.748249459859081,0.9841639507079012,0.9091664324698936,0.32614659200541635,-0.765424739789073,-0.553609549496818,0.19368948841866204,0.8279333142355092,-0.4414836654869522,-0.06887556202808452,-0.7228030284272324,-0.2548319639711195,0.024216078939039223,-0.11413951279927302,0.0,-0.08925852740275718,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
93,Bobigny,894,628,0,-0.10944269457633254,-0.786571535817267,0.02585181778507413,0.19122455409477904,-0.8412685620807,1.703091694186558,0.27685066133772246,-0.1428481556197366,-0.3250167057397008,-0.3509339632523331,1.0793541630740289,-0.2399043608764384,-0.6275782802455744,-0.8585001978321288,0.9823637352001909,0.889676602636795,-0.5023390985748061,-0.15877079208529096,1.0811720205529511,-0.2548319639711195,-0.7913462479258266,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
94,Créteil,1457,1022,0,-0.90775000513029,-0.3874434838170447,-0.19803020925349019,-0.871002213973022,-0.32402721819532243,0.08662688810506712,0.552305988308376,-0.1428481556197366,0.4494006518333037,0.5840960893414,1.1222369386225308,1.6093012321799671,-0.18789044265287155,-0.46623251678362215,0.09976540809200111,-0.3217627360229788,0.0037516827491425077,0.3951229453085319,-0.32150613338199846,2.426562262393964,0.7905721011876123,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
95,Pontoise,764,552,0,0.03239952899278195,0.7842433528771603,-0.9919339913970376,-0.33784933849148235,1.6501203889406986,0.46335206492210057,1.8681281220349042,-0.1428481556197366,-1.2180404794792514,-1.1184189991027422,-0.9925360960621465,3.503065963500561,2.2593064324347614,1.0371078937905465,-0.27669012493075607,1.9839333060716235,1.6731640167664257,2.6409848971548566,4.6319974399132535,-0.2548319639711195,3.239113391515924,-0.11413951279927302,0.0,0.6608320911467889,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
96,Basse-Terre,798,604,1,0.47532184656920123,0.44958329652185286,0.2922690502759725,0.23197297488236177,0.3504569427378087,0.8659443793098963,-1.6314895788487789,-0.1428481556197366,0.1946936099863436,-0.43894328631023594,-0.8486633038474658,-0.594001473484115,-0.023344316244533182,0.3945884208228232,0.767877125813816,-1.4542423277439587,-1.4648722262145153,-1.580618153222943,-0.6044294937911557,-0.2548319639711195,0.9146180627084222,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
97,Fort-de-France,3635,2777,1,0.34377052368334204,-0.5787689407811045,1.1266940663201144,0.34113897690440104,-0.8609737294571745,0.884115905261881,-0.35607512149124954,-0.1428481556197366,-0.14930122190744063,0.3112843689970648,-0.11688313027625877,-1.2130874678047172,-1.147111116834442,-0.997238205497101,1.0141827026143546,-0.43658125240079204,-0.6929163826020978,-0.49459158275089077,-1.1295865606383035,-0.2548319639711195,-0.5334549505785471,-0.11413951279927302,0.0,-0.0859393572299322,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
98,Cayenne,2080,1543,1,-0.6236784927772764,-0.7667979483278187,1.302998198826809,-0.9889792697195795,-0.9308654506220757,1.892139522562715,-0.23761624137021378,-0.1428481556197366,1.4126528809222043,0.784698376667764,0.13673360949226854,-1.28876474027715,-1.0435499819346339,-1.0607495438374732,2.566522089953493,-0.6435377359694316,-0.25965204754473703,-0.39372280979817453,-0.4785700041617644,-0.2548319639711195,-0.678187658693064,-0.11413951279927302,0.0,-0.2132691051933409,3.1470162271185305,0.0,-0.2130094245913811,0.0,0.0
99,Saint-Denis,4702,3716,1,0.3569857130014636,-1.2214783096963262,1.88809791616818,0.42875953954470164,-1.4292460345948055,-0.6668566592093733,-1.233764554908878,-0.1428481556197366,-0.0005450472469445941,1.192045685946012,0.0031620941615814824,-1.3916950461428217,-1.5310256014617238,-1.4030452948984025,-0.08800999115570944,-0.8674955519957646,-1.3311352390770999,-1.2419518151956312,-0.7998084680270634,-0.2548319639711195,-1.4364172701187252,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
