,commune,n_edges,n_vertices,is_commune_littorale,n_g1,n_g2,n_g3,n_g4,n_g5,n_g6,n_g7,n_g8,n_g9,n_g10,n_g11,n_g12,n_g13,n_g14,n_g15,n_g16,n_g17,n_g18,n_g19,n_g20,n_g21,n_g22,n_g23,n_g24,n_g25,n_g26,n_g27,n_g28,n_g29
10,Foix,758,613,0,1.8896664225004012,-0.08620598627573671,1.4254226245232293,1.9760017319915726,-0.292799120993823,-1.822543645824565,-1.6314895788487789,-0.1428481556197366,-0.9512788834036314,-0.10244635974208458,-1.6042451247071396,-1.758608313145697,-0.46932861644672,-0.2647859111887321,-1.4911636251418678,-1.478939423096741,-1.4648722262145153,-1.580618153222943,0.05976618453238812,-0.2548319639711195,-1.8338953550094153,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
11,Troyes,2121,1521,0,-0.6141059129889818,-0.5838911011341003,-0.06984516159325356,-0.5005470998503925,-0.342722519356901,-0.07951431115976919,0.7044953511381857,-0.1428481556197366,0.13254314394818156,0.6222736618150584,0.7079667230686321,0.38289918422476166,-0.16027509283696617,-0.5073127149680566,-0.3015432837003591,0.2807900196891035,1.1534156840282954,1.0715306574931271,1.5064650405295004,-0.2548319639711195,1.1616610166081949,-0.11413951279927302,0.0,1.548387055882218,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
12,Carcassonne,4176,3083,1,0.2509810886018146,0.9159807818178021,-0.8703925175016086,0.20135989784776043,0.8647123437414425,-0.259301924251522,0.5005064420633092,-0.1428481556197366,-0.37270158109513124,-0.847608866385931,-0.390899249568529,-0.4063396989999598,0.8105766582340237,0.9459089299712475,0.005463006304785781,-0.06061492798042413,0.2707661293160998,0.4258912471807937,0.28556739803152525,-0.2548319639711195,-0.7823817853916449,-0.11413951279927302,0.0,0.8656047509447141,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
13,Rodez,1416,1061,0,1.5807154672255082,2.470348272264359,-2.220357247618896,1.3590249200257187,2.428642839247395,0.0670268709747425,2.6428526512381625,-0.1428481556197366,-1.5412510067139154,-2.8411671290362697,-1.7402000548178285,0.17941119190557517,2.022593723527098,2.4068063477980735,-0.6338774283506015,-1.2236359318669292,3.238915618919997,3.051650695785314,-0.6254431143352989,-0.2548319639711195,2.0940330209361027,-0.11413951279927302,0.0,1.1020037255439277,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
14,Marseille,17859,13159,1,-0.13430147655654487,0.01719071461415428,0.3120731922734796,-0.30096460505483036,0.05075686329136802,0.6663851933746786,0.31094250606885776,-0.1428481556197366,0.23995321376586895,0.016193639092485883,-0.246326040661368,-0.08029601405099952,0.012292815763917926,0.00514362297968549,0.6506063033615499,0.049653200111806954,0.4863169276744746,0.48164507218557806,0.0012100247545301923,-0.2548319639711195,0.6319540844507205,-0.11413951279927302,0.0,-0.2747301238897144,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
15,Caen,3930,2785,1,-0.6930996494554893,-0.4852592686389789,-0.001160459702459802,-0.5398375888245381,-0.40726487274969675,0.11359931354345548,0.12162246984657882,-0.1428481556197366,0.37454940300564904,0.4891488041828023,0.8406314414227414,0.5223532587907646,-0.3676870859144239,-0.3064840118838859,0.14863685668806112,0.4666097713801088,-0.008478960905436445,0.08779447846882193,-0.1809124192702929,-0.2548319639711195,-0.2530259209869157,-0.11413951279927302,0.0,0.03759424917848835,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
16,Aurillac,1629,1262,0,0.9475143852404919,-0.5011992654693864,0.8433088705441459,1.1084849584643826,-0.6589176406762832,-0.22716428296260313,-0.09915982156333504,-0.1428481556197366,-1.106421161573693,-0.013698856720386478,-0.3366562505869458,-0.8581323918860507,-0.7944393567488649,-0.6980908881794384,-0.41369268321288005,-0.3682685121786824,-0.022162747115409907,-0.014867517541872299,-0.5867302957623605,-0.2548319639711195,-0.9103509959536149,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
17,Angoulême,2584,1875,0,0.4072171330208921,-0.4610572295179331,0.004652169025111879,0.8600168198974306,-0.6328218991504949,0.6845007688650508,-0.37816241246963006,-0.1428481556197366,-0.9334731214877013,-0.38054006346946273,0.6786871346759978,-0.7721150099751095,-0.9125115254929154,-0.7181494593996653,0.12663216076733103,0.6645105362494896,-0.019944005187264774,-0.43716917221851054,-0.9148473767830241,-0.2548319639711195,-0.06830191217138468,-0.11413951279927302,0.0,-0.2589555825425647,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
18,La Rochelle,4017,2853,1,-0.06496168180120358,0.4807959483338835,-0.8209383145723282,0.11053505309251328,0.3250915089497391,0.2633932460034745,-0.39187656681249566,-0.1428481556197366,-0.12217446355052013,-0.442834981048281,0.17963399439315583,-0.832127970321436,0.1810498972568184,0.43156052148345664,0.23735753264739887,0.7645353496064621,-0.6312203337395785,-0.5250768267089466,-0.5053305825999131,-0.2548319639711195,-0.385251495591595,-0.11413951279927302,0.0,-0.15351718739763665,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
19,Bourges,3831,2876,0,0.3414362442644305,-0.09664930900629187,0.6942209532201843,0.3154507145638669,-0.3012622668504556,0.012830264049958582,0.08235905472783901,-0.1428481556197366,0.5856298319994206,0.19901829316167588,-0.3150577277929559,-0.6240822700415264,-0.5137939600583821,-0.3089302383271105,-0.1397101147884193,-0.6433702793034993,-0.39461937552578163,-0.12126104534780131,-1.1394820597941726,-0.2548319639711195,-0.2783216330906262,-0.11413951279927302,0.0,0.447853500769825,-0.27152836438893174,0.0,3.7513422695519036,0.0,0.0
20,Tulle,777,641,0,1.4085012684926035,-1.6841183257183483,3.0493119299193263,1.572275409595931,-1.9650226440830767,-1.479764137669597,-1.6314895788487789,-0.1428481556197366,-0.8775785205994432,1.542459072472239,-0.5018881649052028,-1.569499557543795,-2.3489260597092665,-2.4026344930142955,-1.437370576995881,-1.0445266962569313,-1.4648722262145153,-1.580618153222943,-0.9421699749326458,-0.2548319639711195,-0.5095270884472436,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
21,Dijon,4591,3161,0,-1.404602847362222,-0.44978780686949255,-0.028402176193701282,-1.6397894440370646,-0.007052858644624727,0.5786220137920786,1.08617507163582,-0.1428481556197366,1.1589981167345016,0.6358201900729479,0.5731628618121343,2.715385024307872,0.5631324310239154,0.06196945249147956,0.8107969448690301,0.7215924438822109,1.5991394653010815,1.0397770334452656,1.042604276017321,-0.2548319639711195,0.5435980617468487,-0.11413951279927302,0.0,1.3343070814995577,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
22,Saint-Brieuc,2218,1633,1,0.3658275864658646,-0.1174434330662463,-0.28209775114105917,0.6644347928045624,-0.3725381638522023,-0.13491331378792226,-0.3637434100433945,-0.1428481556197366,-0.8049944513448737,-0.25363186098702517,0.7263148775025419,-0.9038098781108657,-0.6064903995826183,-0.42125036468239047,-0.40205451294904304,-0.10256611698652705,-0.8964910822388472,-0.5011211975515026,-0.8318151396650687,-0.2548319639711195,-0.7064901558148464,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
23,Guéret,1295,986,0,0.5914588948545494,0.25167060275614844,-0.4359935110288715,0.7328032876642563,0.24961194622265018,-1.7215667992126107,-0.8672853154769653,-0.1428481556197366,-0.9397811571919905,-0.28704599925084373,-0.07575770361024169,-0.10114257030879338,0.42694207499025816,0.4308148852577801,-1.3715790233117418,-0.6524326621343457,-0.9509373737956862,-1.0925731903667093,-0.63794734674406,-0.2548319639711195,-1.4162918952784231,-0.11413951279927302,0.0,-0.6663669175510756,6.288344748822772,0.0,-0.2130094245913811,0.0,0.0
24,Périgueux,1334,943,0,-0.6621145303250344,-1.0516439874223975,0.8351102383269636,-0.4482779919693725,-1.191112781867485,1.6769246528092316,-1.3308512797124625,-0.1428481556197366,1.2933349826057519,0.6264226379211517,0.8447394931955875,-0.6479180714288503,-1.3143940469164983,-1.1520919915415013,1.692546697241008,1.2005066997313842,-1.0605078244344208,-1.0686258685501993,-0.6017370770603153,-0.2548319639711195,-1.04642164819072,-0.11413951279927302,0.0,-0.6663669175510756,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
25,Besançon,3656,2701,0,-0.045849840205449625,-0.004599153376278081,-0.4168559283524864,0.169433358702291,0.017298071322468692,-0.9073044149358447,-0.5250733124735654,-0.1428481556197366,-0.4892199780896469,-0.015055603784781036,0.3958084245853859,0.009642041524923763,0.06017060089162062,0.24809528014667026,-0.6287943470883556,-0.288257413743832,-0.7207964498449195,-0.3244539770951836,-0.42619999109574774,-0.2548319639711195,-0.5657767468338168,-0.11413951279927302,0.0,-0.10690216170280731,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
26,Valence,3027,2219,0,0.5887108416300891,0.6426702920045787,-0.6386811440018432,0.7437322878433591,0.49072843916600517,-0.2370520289351475,-0.33870151041267094,-0.1428481556197366,-0.6399692909146989,-0.8977236346603913,-0.257867513711943,-0.7923147986970495,0.2736237984216024,0.6678188534636514,-0.28175465944615063,0.13717220075165673,-0.16075326809256585,-0.4797978008962644,-0.5436461463827894,-0.2548319639711195,-0.5945676670439265,-0.11413951279927302,0.0,0.06905071497414797,-0.27152836438893174,0.0,-0.2130094245913811,0.0,0.0
